O que é ENGENHARIA DE RESERV ATÓRIOS I 3º ANO – 2º SEMESTRE 2025 - 2026 1 Docente?	Prof. Dr. Geraldo A. R. Ramos 1Geraldo Ramos, BSc, MSc, PhD
Resuma: Tipo de Reservas Reservas Provadas - quantidades de petróleo, que por análises da geologia e dados da engenharia, podem ser estimadas com uma razoável certeza de ser comercialmente recuperada, sob condições econômicas actuais, métodos operacionais e regulamentações governamentais.	Tipo de Reservas Reservas Provadas - quantidades de petróleo, que por análises da geologia e dados da engenharia, podem ser estimadas com uma razoável certeza de ser comercialmente recuperada, sob condições econômicas actuais, métodos operacionais e regulamentações governamentais. As reservas provadas podem ser classificadas em “desenvolvidas” e “não desenvolvidas”. Reservas não provadas - estas reservas também são baseadas nos mesmos dados usados para estimar as reservas provadas, mas que tecnicamente, contratualmente, economicamente ou por outras razões de incertezas impedem que tais reservas sejam classificadas como provadas. As reservas não provadas podem no futuro serem classificadas como reservas prováveis ou reservas possíveis. Reservas Prováveis - são reservas não provadas cujas análises da geologia e dados da engenharia sugerem que haja maior probabilidade de não serem recuperadas. Neste contexto, quando métodos probabilísticos são usados, deve ter ao menos 50% de probabilidade de que a quantidade actualmente recuperada seja igual ou exceda a soma total das reservas provadas mais as prováveis estimadas. Reservas Possíveis - são reservas não provadas cujas análises da geologia e dados da engenharia sugerem menor probabilidade de serem recuperadas que as reservas prováveis. Neste contexto, quando métodos probabilísticos são usados, deve ter ao menos 10% de probabilidade que as quantidades actualmente recuperadas sejam iguais ou excedam a soma total das reservas provadas com as prováveis estimadas. Reservas Desenvolvidas- Reservas de petróleo e gás natural que podem ser recuperadas através de poços existentes e quando todos os equipamentos necessários à produção já se encontram instalados. As reservas não desenvolvidas-são aquelas que podem vir a ser recuperadas de poços novos em áreas não perfuradas, re- entrada ou recompletação de poços existentes, ou que necessitem a instalação de equipamentos para a produção e transporte previstos nos projetos de recuperação convencionais ou melhorados. Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD 74.6.2. Estimativa de Volume Recuperável/Reservas
O que são A estimativa dos volumes a serem produzidos?	feitas não só por ocasião da descoberta da jazida como também ao longo de sua vida produtiva, à medida que vão sendo obtidas mais informações a respeito do reservatório
Resuma: Tipos de Reservas  A estimativa dos volumes a serem produzidos são feitas não só por ocasião da descoberta da jazida como também ao longo de sua vida produtiva, à medida que vão sendo obtidas mais informações a respeito do reservatório.	Tipos de Reservas  A estimativa dos volumes a serem produzidos são feitas não só por ocasião da descoberta da jazida como também ao longo de sua vida produtiva, à medida que vão sendo obtidas mais informações a respeito do reservatório.  Provadas: Podem ser estimadas com certeza e são recuperáveis sob condições económicas específicas - 80 à 90 % de confiança.  Prováveis: Menor certeza do que as provadas um nível de confiança de 50%  Possíveis: Reservas ainda não descobertas nível de confiança de 10% Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD 84.6.2. Estimativa de Volume Recuperável/Reservas
O que são Tipo de Reservas As reservas também?	denotadas como quantidades: 1P (provadas), 2P (provadas + prováveis) e 3P (provadas + prováveis + possíveis) Reservas em MMstb 1P(Provadas): 9,997 2P(Provadas + Prováveis): 11
Resuma: Tipo de Reservas As reservas também são denotadas como quantidades: 1P (provadas), 2P (provadas + prováveis) e 3P (provadas + prováveis + possíveis) Reservas em MMstb 1P(Provadas): 9,997 2P(Provadas + Prováveis): 11.841 3P(Provadas + Prováveis + Possíveis): 13.878  1P - Verificou-se que 90% do óleo original simulado corresponde a 9,997 MMstb ou mais.	Tipo de Reservas As reservas também são denotadas como quantidades: 1P (provadas), 2P (provadas + prováveis) e 3P (provadas + prováveis + possíveis) Reservas em MMstb 1P(Provadas): 9,997 2P(Provadas + Prováveis): 11.841 3P(Provadas + Prováveis + Possíveis): 13.878  1P - Verificou-se que 90% do óleo original simulado corresponde a 9,997 MMstb ou mais. Esta observação leva à previsão de que há um 90% de probabilidade de que o óleo no reservatório seria 9,997 MMstb ou superior.  2P - Da mesma forma, a linha de probabilidade de 50% indica o volume original de óleo no reservatório é de 11.841 MMstb.  3P - Por último,o gráfico indica que há apenas uma probabilidade de 10% de encontrar um volume de óleo de 13.878 MMstb ou mais. Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD 94.6.2. Estimativa de Volume Recuperável/Reservas
Resuma: Tipo de Reservas ABORDAGEM DETERMINÍSTICA E PROBABILÍSTICA Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD 104.6.2.	Tipo de Reservas ABORDAGEM DETERMINÍSTICA E PROBABILÍSTICA Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD 104.6.2. Estimativa de Volume Recuperável/Reservas
O que é Tipo de Reservas PAÍSES DA OPEP EM BILHÕES (Mil Milhões) Fonte?	Petrangola, 2021 (Direito ao ponto) Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD 114.6.2. Estimativa de Volume Recuperável/Reservas
Resuma: Tipo de Reservas PAÍSES DA OPEP EM BILHÕES (Mil Milhões) Fonte: Petrangola, 2021 (Direito ao ponto) Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD 114.6.2.	Tipo de Reservas PAÍSES DA OPEP EM BILHÕES (Mil Milhões) Fonte: Petrangola, 2021 (Direito ao ponto) Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD 114.6.2. Estimativa de Volume Recuperável/Reservas
Resuma: 4.6.3.	4.6.3. Sistemas em Camadas Cálculos de hidrocarbonetos no local podem ser usados no reservatório em camadas com propriedades variáveis em cada camada; 𝑁 = ∅𝐴 𝑩𝑜𝑖 ෍ 𝑖=1 𝑛=3 ℎ𝑖 1 − 𝑆𝑤𝑖 Esquema mostrando um reservatório em camadas com as seguintes variáveis: espessura e saturação de água. Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD 12
Resuma: 𝑁 = 𝐴 𝑩𝑜𝑖 ෍ 𝑖=1 𝑛=3 ℎ𝑖∅𝑖 1 − 𝑆𝑤𝑖 Esquema mostrando um reservatório em camadas com as seguintes variáveis: espessura, porosidade e saturação de água.	𝑁 = 𝐴 𝑩𝑜𝑖 ෍ 𝑖=1 𝑛=3 ℎ𝑖∅𝑖 1 − 𝑆𝑤𝑖 Esquema mostrando um reservatório em camadas com as seguintes variáveis: espessura, porosidade e saturação de água. Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD 134.6.3. Sistemas em Camadas
O que é que?	a razão entre a fracção da secção do reservatório e a secção total estudada (secções do reservatório e não do reservatório)
Resuma: Net to Gross (Líquido para Bruto) Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD  Existem outros parâmetros que podem ser incluídos nas equações para volumes originais, como o líquido para o bruto (NTG), que é a razão entre a fracção da secção do reservatório e a secção total estudada (secções do reservatório e não do reservatório).	Net to Gross (Líquido para Bruto) Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD  Existem outros parâmetros que podem ser incluídos nas equações para volumes originais, como o líquido para o bruto (NTG), que é a razão entre a fracção da secção do reservatório e a secção total estudada (secções do reservatório e não do reservatório).  Por exemplo, na figura abaixo, a secção total inclui rochas reservatório e rochas impermeáveis.  A fração da secção do reservatório para a secção total, neste caso, será: 𝑵𝑻𝑮 = 𝒉𝟏 + 𝒉𝟐 + 𝒉𝟑 + 𝒉𝟒 𝒉𝒕𝒐𝒕𝒂𝒍 144.6.3. Sistemas em Camadas
O que é O NTG?	uma fracção que pode variar de 0 a 1: quanto maior o número, maior a fracção do reservatório
Resuma: Net to Gross (Líquido para Bruto) Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD  O NTG é uma fracção que pode variar de 0 a 1: quanto maior o número, maior a fracção do reservatório.	Net to Gross (Líquido para Bruto) Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD  O NTG é uma fracção que pode variar de 0 a 1: quanto maior o número, maior a fracção do reservatório.  Observe que a localização do contato óleo / água (OWC) pode afectar o valor de NTG, pois rochas reservatório abaixo do OWC (totalmente saturadas com água) não são consideradas viáveis e, portanto, apenas rochas reservatório acima do OWC são consideradas.  O NTG é geralmente calculado usando ferramentas de registos de perfilgens. 𝑁 = ∅𝐴ℎ𝑡𝑜𝑡𝑎𝑙𝑁𝑇𝐺 1 − 𝑆𝑤𝑖 𝐵𝑜𝑖 15 4.6.3. Sistemas em Camadas
O que são Estes limites?	conhecidos como Cutoff ou parâmetro de corte
Resuma: 4.6.4.	4.6.4. Cut-off ou Cutoff Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD Durante os estudos de reservatórios determina-se alguns valores limite das propriedades para que o reservatório seja produtor de forma economicamente viável. Estes limites são conhecidos como Cutoff ou parâmetro de corte. Alguns desses parâmetros são:  Cut-off de porosidade: utiliza-se 0,08 (8%) para reservatórios de óleo e 0,06(6%) para reservatórios de gás.  Cut-off de saturação: normalmente é utilizado 0,5 (50%) para saturação de água (Sw). Para Sw > 50%, dificilmente o reservatório produzirá óleo, pois a permeabilidade relativa será totalmente favorável à produção de água.  Cut-off de argilosidade: valores elevados indicam que o reservatório é argiloso, e com argila diminuíndo severamente a qualidade do reservatório. Normalmente se utiliza um máximo de 30% como valor limite.  Cut-off de espessura: depende do contexto. Pode ser 1 - 2 m para poços rasos onshore, e mais de 10 m para poços offshore. 16
Resuma: INTEGRAÇÃO DE DADOS E INCERTEZAS Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD 17	INTEGRAÇÃO DE DADOS E INCERTEZAS Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD 17
O que são Tentar estimar a quantidade de hidrocarbonetos?	tentar resolver um quebra-cabeça que você não pode ver
Resuma: 4.7.	4.7. Integração de Dados e Incertezas Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD Os dados das propriedades dos fluidos e das rochas estudados no capítulo 2 e 3 podem ser usados para encontrar hidrocarbonetos existentes no reservatório, bem como para caracterizar e estimar o fluxo de hidrocarbonetos de reservatório para a superfície.  Tentar estimar a quantidade de hidrocarbonetos é tentar resolver um quebra-cabeça que você não pode ver.  Ter diferentes ferramentas para medir um parâmetro ajuda em reduzir a incerteza desse parâmetro e faz a imagem da quantidade de hidrocarbonetos subterrâneos um pouco mais claros.  Encontrar o valor exacto do hidrocarbonetos existente no reservatório é impossível, pois lidamos com um sistema que não podemos ver fisicamente.  A indústria do petróleo é conhecida como uma indústria que lida com incertezas o tempo todo.  Um padrão da indústria é reportar os hidrocarbonetos em percentis ou percentagens nos quais cada parâmetro é medido por várias ferramentas, se possível, e uma análise estatística é realizada para identificar uma faixa aceitável de dados para o cálculo.  Uma vez que agora temos um conjunto de intervalos para cada parâmetro, vários resultados aparecerão e a resposta não será única, dependendo do parâmetros usados. 18
O que é A faixa (intervalo) geralmente?	inserida em software e gerada para um número n de execuções
Resuma: Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD  A faixa (intervalo) geralmente é inserida em software e gerada para um número n de execuções.	Engenharia de Reservatórios I Geraldo Ramos, BSc, MSc, PhD  A faixa (intervalo) geralmente é inserida em software e gerada para um número n de execuções.  Quanto mais altas forem as execuções, mais tempo será necessário para encontrar a saída; no entanto, os resultados tendem a ser mais confiáveis, pois abrangem mais opções.  Depois de obter os resultados, o software irá ordenar os resultados do menor para o maior; em 10% dos dados (valor baixo) está P90, que é o percentil 90, ou 90% de chance de que o reservatório tenha essa quantidade de hidrocarboneto com base nas informações de entrada.  À medida que o valor no pedido aumenta, a probabilidade de obtenção desse valor diminui. Os três valores mais comuns relatados na indústria do petróleo são P10, P50 e P90. 194.7. Integração de Dados e Incertezas
